Instances,feature_num_features,feature_num_classes,feature_num_instances,feature_neutral_m1,feature_neutral_m2,feature_hdil_min,feature_hdil_max,feature_hdil_median,feature_hdil_stdev,feature_hdil_skewness,feature_infog_class_min,feature_infog_class_max,feature_infog_class_median,feature_infog_class_stdev,feature_infog_class_skewness,feature_infog_feature_min,feature_infog_feature_max,feature_infog_feature_median,feature_infog_feature_stdev,feature_infog_feature_skewness,algo_AMSO,algo_GA,algo_EDA,algo_SFS,algo_PCR,algo_IGFS,algo_REL
fri_c1_500_25-779.arff,25,2,500,0.00000000,0.00000000,0.00000000,12.34684150,0.00000000,4.56213770,1.68507070,0.00000000,0.27574100,0.00000000,0.07842030,2.91296890,0.00000000,0.27574100,0.00000000,0.07689740,2.74177810,0.67564970,0.67105440,0.64335250,0.67564970,0.67564970,0.67564970,0.67564970
bodyfat-778.arff,14,2,252,0.00000000,0.00000000,0.00000000,6.56866330,0.00000000,2.47925790,1.49758100,0.00000000,0.99981820,0.17097810,0.26089620,2.28310760,0.00000000,0.99981820,0.17097810,0.25204960,2.04651790,0.62772280,0.62765100,0.62772280,0.62772280,0.62772280,0.62772280,0.62772280
tecator-851.arff,124,2,240,0.00000000,0.00000000,0.00000000,61.95686700,0.00000000,19.79413250,2.36598560,0.00000000,0.64207720,0.05526020,0.08082550,5.35674710,0.00000000,0.64207720,0.05526020,0.08050150,5.29224510,0.61955290,0.61368330,0.61390000,0.62413600,0.61117920,0.61777190,0.61412600
autoUniv-au6-1000-1555.arff,40,8,1000,0.00000000,0.00000000,0.00000000,19.98113290,0.00000000,5.15791830,3.16675390,0.00000000,0.10045500,0.00000000,0.01588860,6.23719430,0.00000000,0.10045500,0.00000000,0.01569370,6.00645220,0.63730200,0.61928460,0.61583910,0.63800000,0.60600000,0.61332420,0.62632420
chatfield_4-820.arff,12,2,235,0.00000000,0.00000000,0.00000000,5.96184060,0.00000000,1.91176970,2.19078370,0.00000000,0.70227960,0.43220740,0.16885160,-1.33380220,0.00000000,0.70227960,0.43220740,0.16222730,-1.17318200,0.64359390,0.64270460,0.64422130,0.64422130,0.61350880,0.61868940,0.61868940
colic-25.arff,27,2,368,0.00000000,0.00000000,0.00000000,13.46138150,0.00000000,4.80959080,1.81221890,0.00000000,0.86886080,0.00645880,0.16987770,4.60330270,0.00000000,0.86886080,0.00645880,0.16681660,4.35247240,0.64208810,0.66456860,0.64024600,0.67131630,0.60441330,0.62233670,0.64359860
fri_c2_500_25-879.arff,25,2,500,0.00000000,0.00000000,0.00000000,12.41882350,0.00000000,4.23067530,2.16122190,0.00000000,0.38128370,0.00000000,0.10388570,3.27348020,0.00000000,0.38128370,0.00000000,0.10186830,3.08110280,0.69088120,0.68906570,0.69164970,0.69429420,0.69088120,0.69088120,0.69088120
CostaMadre1-1446.arff,37,2,296,0.00000000,0.00000000,0.00000000,18.46460510,0.00000000,5.55998780,2.89097190,0.00000000,0.08214640,0.00000000,0.02642420,0.85670120,0.00000000,0.08214640,0.00000000,0.02607420,0.82247290,0.60154770,0.60955570,0.61090180,0.61282540,0.59661020,0.59661020,0.60000000
tic-tac-toe-50.arff,9,2,958,0.00000000,0.00000000,0.00000000,4.47346890,0.00000000,1.14981440,3.18382030,0.00700510,0.08718670,0.01355670,0.02584370,2.90750280,0.00700510,0.08718670,0.01355670,0.02451750,2.44406270,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000
climate-model-simulation-crashes-40994.arff,20,2,540,0.00000000,0.00000000,0.00000000,9.99140520,0.00000000,2.49803770,3.31135380,0.00000000,0.08166710,0.00000000,0.02517270,2.25687040,0.00000000,0.08166710,0.00000000,0.02456610,2.09180260,0.60843520,0.60413870,0.61296690,0.60370370,0.60623950,0.59856850,0.60418030
colleges_aaup-897.arff,16,2,1161,0.00000000,0.00000000,0.00000000,7.93882180,0.00000000,2.49309500,2.08901120,0.00000000,0.88097480,0.23258590,0.26775990,0.90273870,0.00000000,0.88097480,0.23258590,0.25976530,0.82061760,0.61712200,0.61553730,0.61712200,0.61281170,0.61281170,0.61066240,0.60470810
fri_c1_500_50-766.arff,50,2,500,0.00000000,0.00000000,0.00000000,24.95090550,0.00000000,8.80397790,2.12934390,0.00000000,0.36719970,0.00000000,0.06302030,5.02384610,0.00000000,0.36719970,0.00000000,0.06239940,4.87478220,0.74090510,0.68235120,0.65965890,0.74231780,0.74090510,0.71746540,0.74090510
cholesterol-798.arff,13,2,303,0.00000000,0.00000000,0.00000000,6.44255500,0.00000000,2.07373930,2.24834930,0.00000000,0.02609850,0.00010700,0.00807160,1.74059310,0.00000000,0.02609850,0.00010700,0.00777800,1.54671100,0.63423600,0.63582850,0.62786010,0.64108320,0.60457560,0.62124850,0.62644630
flags-1012.arff,29,2,194,0.00000000,0.00000000,0.00000000,14.41027450,0.00000000,5.09877220,1.93703960,0.00000000,0.93903020,0.01574980,0.17320470,4.93403220,0.00000000,0.93903020,0.01574980,0.17029350,4.68342330,0.64359430,0.65742450,0.65961510,0.67259540,0.63903930,0.60829690,0.64263450
zoo-62.arff,17,7,101,0.00000000,0.00000000,0.00000000,8.41624630,0.00000000,2.73976050,2.22152740,0.05066880,2.39055970,0.61449400,0.55165440,1.92303320,0.05066880,2.39055970,0.61449400,0.53611170,1.75815380,0.60107570,0.60948230,0.61135250,0.59400080,0.60476250,0.57629420,0.59135250
breast-cancer-13.arff,9,2,286,0.00000000,0.00000000,0.00000000,4.46616990,0.00000000,1.30495590,2.44748110,0.00200160,0.07700990,0.02581900,0.02994250,0.30530340,0.00200160,0.07700990,0.02581900,0.02840590,0.25663970,0.62787320,0.62623740,0.62787320,0.62787320,0.59837000,0.60350880,0.61032930
MeanWhile1-1449.arff,37,2,253,0.00000000,0.00000000,0.00000000,18.46202860,0.00000000,5.30494250,2.92095360,0.00000000,0.09968420,0.05655760,0.03512290,-0.18651700,0.00000000,0.09968420,0.05655760,0.03465770,-0.17906490,0.60579180,0.60806260,0.60053730,0.60640450,0.59848370,0.59207920,0.59530570
boston-853.arff,13,2,506,0.00000000,0.00000000,0.00000000,6.42198550,0.00000000,2.42523610,1.14197450,0.00544370,0.46615840,0.15562020,0.12128660,1.03225850,0.00544370,0.46615840,0.15562020,0.11687470,0.91727670,0.62241000,0.61813110,0.62252500,0.60594060,0.61907520,0.61093530,0.61511480
CastMetal1-1447.arff,37,2,327,0.00000000,0.00000000,0.00000000,18.47943560,0.00000000,5.89411340,2.19076380,0.00000000,0.07151180,0.00000000,0.02376120,0.71501990,0.00000000,0.07151180,0.00000000,0.02344640,0.68645220,0.61591600,0.62126990,0.62731280,0.62137400,0.60000000,0.61526720,0.61902370
PieChart2-1452.arff,36,2,745,0.00000000,0.00000000,0.00000000,17.97447090,0.00000000,4.01921390,4.47213600,0.00000000,0.03010080,0.01234960,0.01123890,0.26049450,0.00000000,0.03010080,0.01234960,0.01108590,0.24980170,0.60268460,0.60249020,0.60192900,0.60268460,0.60268460,0.60268460,0.60268460
Australian-40981.arff,14,2,690,0.00000000,0.00000000,0.00000000,6.60915860,0.00000000,2.28805130,2.14707520,0.00013920,0.42570940,0.04564400,0.11459260,2.09754550,0.00013920,0.42570940,0.04564400,0.11070690,1.88018490,0.59411660,0.59940880,0.60252300,0.60252300,0.59275360,0.59275360,0.59275360
ilpd-1480.arff,10,2,583,0.00000000,0.00000000,0.00000000,4.98230890,0.00000000,1.47302200,2.36712050,0.00000000,0.10278550,0.04718150,0.03805210,0.10515570,0.00000000,0.10278550,0.04718150,0.03628120,0.09003120,0.62638800,0.62750660,0.62403430,0.62746780,0.62403430,0.61545060,0.61564470
synthetic_control-377.arff,61,6,600,0.00000000,0.00000000,0.00000000,30.46978410,0.00000000,6.81325080,4.47213600,0.00000000,2.58496250,0.85828130,0.40550310,0.91318960,0.00000000,2.58496250,0.85828130,0.40221960,0.89093820,0.59932440,0.59848550,0.59657580,0.59956530,0.59434050,0.59712310,0.59657580
hepatitis-55.arff,19,2,155,0.00000000,0.00000000,0.00000000,9.47283150,0.00000000,3.20125300,2.14367140,0.00000000,0.18245700,0.05937900,0.05197770,0.72612120,0.00000000,0.18245700,0.05937900,0.05066160,0.67027870,0.64738950,0.64734170,0.64523750,0.64364500,0.63351190,0.60652780,0.58709680
molecular-biology_promoters-164.arff,58,4,106,0.00000000,0.00000000,0.00000000,28.90502240,0.00000000,11.45598210,1.63266120,0.01674580,1.95953830,0.06551610,0.25105110,7.36441410,0.01674580,1.95953830,0.06551610,0.24891450,7.17577020,0.66470800,0.67263780,0.67190040,0.64716100,0.61480880,0.61541650,0.62608450
vowel-307.arff,12,11,990,0.00000000,0.00000000,0.00000000,5.81953110,0.00000000,1.98655280,1.90056440,0.00000000,1.05871280,0.17165740,0.35742440,1.52596950,0.00000000,1.05871280,0.17165740,0.34340220,1.34220790,0.61400060,0.63106570,0.61049300,0.63594810,0.60745140,0.59927370,0.59927370
birds-40588.arff,278,2,645,0.00000000,0.00000000,0.00000000,138.97894470,0.00000000,38.84210410,2.95718910,0.00000000,0.09543170,0.00000000,0.01282250,3.15071570,0.00000000,0.09543170,0.00000000,0.01279950,3.13375070,0.60084850,0.59835950,0.59296250,0.60155040,0.60107890,0.60000000,0.60136410
arrhythmia-5.arff,279,16,452,0.00000000,0.00000000,0.00000000,139.47345830,0.00000000,46.97071420,2.14561950,0.00000000,0.36381750,0.00000000,0.08105300,1.67614450,0.00000000,0.36381750,0.00000000,0.08090810,1.66715160,0.65678690,0.62759110,0.62436280,0.68974780,0.64483430,0.65070690,0.63167930
ionosphere-59.arff,34,2,351,0.00000000,0.00000000,0.00000000,16.97364250,0.00000000,4.27924950,3.26944180,0.00000000,0.46153090,0.30841910,0.10020590,-0.74488970,0.00000000,0.46153090,0.30841910,0.09876400,-0.71254060,0.61144050,0.61146740,0.61422320,0.60205420,0.60679000,0.60393280,0.60405030
autoUniv-au6-400-1551.arff,40,8,400,0.00000000,0.00000000,0.00000000,19.97030020,0.00000000,6.23424280,2.46100010,0.00000000,0.23431400,0.00000000,0.03730670,6.08204400,0.00000000,0.23431400,0.00000000,0.03684890,5.85704150,0.65092900,0.64285760,0.63854540,0.65860740,0.62250000,0.63250000,0.65000000
PieChart1-1451.arff,37,2,705,0.00000000,0.00000000,0.00000000,18.46581300,0.00000000,4.12908130,4.47213600,0.00000000,0.10016020,0.02702340,0.02904600,0.74048300,0.00000000,0.10016020,0.02702340,0.02866130,0.71089800,0.61442390,0.61289880,0.61408660,0.61628740,0.61134750,0.61041570,0.60425530
analcatdata_marketing-986.arff,32,2,364,0.00000000,0.00000000,0.00000000,15.92873910,0.00000000,5.37785580,2.19059210,0.00105910,0.02413700,0.00657960,0.00587770,1.09111100,0.00105910,0.02413700,0.00657960,0.00578790,1.04080950,0.66343680,0.66355860,0.65476080,0.65941730,0.62389790,0.64654160,0.63109720
semeion-41973.arff,256,2,319,0.00000000,0.00000000,0.00000000,127.97422790,0.00000000,35.01779090,2.99607060,0.00000000,0.64618940,0.04784850,0.13715040,1.90397790,0.00000000,0.64618940,0.04784850,0.13688330,1.89284690,0.59580220,0.59325580,0.59256140,0.58739920,0.59202300,0.59178900,0.59213840
primary-tumor-1003.arff,17,2,339,0.00000000,0.00000000,0.00000000,8.41764060,0.00000000,2.52542690,2.89210100,0.00060700,0.13444020,0.01361390,0.03408180,2.44176430,0.00060700,0.13444020,0.01361390,0.03312150,2.23240920,0.60295110,0.60976120,0.60535080,0.61164790,0.59533900,0.60217660,0.59533900
collins-40971.arff,23,30,1000,0.00000000,0.00000000,0.00000000,11.47331270,0.00000000,2.92809910,3.21353840,0.00000000,4.64856210,0.24690930,1.43857510,2.27729490,0.00000000,4.64856210,0.24690930,1.40828590,2.13205060,0.60000000,0.59954600,0.60000000,0.60000000,0.60000000,0.59877400,0.59877400
KnuggetChase3-1448.arff,39,2,194,0.00000000,0.00000000,0.00000000,19.47797040,0.00000000,6.77215340,2.13148600,0.00000000,0.08966640,0.00000000,0.02370840,2.21214850,0.00000000,0.08966640,0.00000000,0.02341010,2.12823970,0.64288040,0.64332260,0.64202670,0.65058800,0.63589740,0.62342600,0.61538460
autoPrice-756.arff,15,2,159,0.00000000,0.00000000,0.00000000,7.46300150,0.00000000,2.77130740,1.66111330,0.00000000,0.69264920,0.60091050,0.27851590,-0.52463830,0.00000000,0.69264920,0.60091050,0.26967190,-0.47380980,0.63150630,0.63152460,0.63041230,0.63125000,0.63317230,0.61791230,0.63125000
ilpd-numeric-41945.arff,10,2,583,0.00000000,0.00000000,0.00000000,4.94638610,0.00000000,1.48025570,2.42174080,0.00000000,0.10278550,0.04718150,0.03869030,0.07218770,0.00000000,0.10278550,0.04718150,0.03688980,0.06180500,0.62803550,0.62820620,0.62746780,0.62746780,0.62403430,0.61545060,0.61564470
sensory-826.arff,11,2,576,0.00000000,0.00000000,0.00000000,5.44408900,0.00000000,1.75206950,2.19338580,0.00000900,0.05014810,0.00323580,0.01498930,2.38069360,0.00000900,0.05014810,0.00323580,0.01435110,2.06864530,0.62169620,0.62170390,0.61391310,0.62147090,0.61739130,0.56219690,0.57629320
fri_c4_1000_100-718.arff,100,2,1000,0.00000000,0.00000000,0.00000000,49.88686530,0.00000000,16.35761370,2.29653160,0.00000000,0.38419760,0.00000000,0.04568410,7.06304470,0.00000000,0.38419760,0.00000000,0.04545740,6.95769820,0.76119700,0.67828960,0.66883900,0.76291670,0.73291670,0.76119700,0.75947090
audiology-999.arff,69,2,226,0.00000000,0.00000000,0.00000000,34.11852410,0.00000000,13.69039740,1.41597330,0.00000000,0.42464170,0.00372980,0.05554260,5.97115250,0.00000000,0.42464170,0.00372980,0.05514450,5.84239380,0.62129010,0.61867750,0.62622750,0.62103420,0.62017240,0.62109660,0.61616610
fri_c1_250_50-769.arff,50,2,250,0.00000000,0.00000000,0.00000000,24.96903720,0.00000000,8.95564850,2.12432080,0.00000000,0.39368400,0.00000000,0.06672620,4.81583920,0.00000000,0.39368400,0.00000000,0.06606880,4.67294720,0.72690510,0.67481170,0.66636610,0.72690510,0.71831780,0.72690510,0.72690510
sonar-40.arff,60,2,208,0.00000000,0.00000000,0.00000000,29.94046010,0.00000000,10.61818820,2.12811610,0.00000000,0.20136440,0.00000000,0.05332830,1.31624370,0.00000000,0.20136440,0.00000000,0.05288940,1.28364130,0.73468660,0.72454470,0.67684630,0.74457830,0.60391730,0.60901720,0.64293130
heart-c-982.arff,13,2,303,0.00000000,0.00000000,0.00000000,6.29002180,0.00000000,1.99677340,2.44461500,0.00000000,0.21162780,0.11683380,0.07829800,0.00337710,0.00000000,0.21162780,0.11683380,0.07544980,0.00300090,0.59565440,0.59840880,0.59796400,0.59480220,0.58919780,0.58919780,0.59250360
TuningSVMs-41978.arff,81,2,156,0.00000000,0.00000000,0.00000000,40.45319610,0.00000000,14.61369660,2.12386430,0.00000000,0.96943090,0.00000000,0.11249930,7.55308170,0.00000000,0.96943090,0.00000000,0.11181120,7.41417920,0.63124960,0.65154240,0.65076350,0.65061090,0.60892540,0.59943860,0.60876480
fri_c3_1000_50-806.arff,50,2,1000,0.00000000,0.00000000,0.00000000,24.78345450,0.00000000,7.61137500,2.88796850,0.00000000,0.34110490,0.00000000,0.06263020,4.61459730,0.00000000,0.34110490,0.00000000,0.06201310,4.47767630,0.70674600,0.65865180,0.61765890,0.70731780,0.70590510,0.70590510,0.70590510
synthetic_control-1004.arff,61,2,600,0.00000000,0.00000000,0.00000000,30.47235430,0.00000000,6.81382560,4.47213600,0.00000000,0.65002240,0.07234170,0.15430710,1.93594420,0.00000000,0.65002240,0.07234170,0.15305770,1.88877150,0.60000000,0.59802990,0.59764970,0.60000000,0.60000000,0.60000000,0.59956530
fri_c4_100_50-932.arff,50,2,100,0.00000000,0.00000000,0.00000000,24.94562010,0.00000000,9.60410200,1.45200430,0.00000000,0.39736860,0.00000000,0.06098440,5.62219820,0.00000000,0.39736860,0.00000000,0.06038360,5.45538040,0.70842710,0.69052260,0.70522280,0.71890510,0.70946540,0.70946540,0.70946540
vehicle-54.arff,18,4,846,0.00000000,0.00000000,0.00000000,8.93845880,0.00000000,2.67032480,2.89364760,0.05458560,0.57108290,0.23068340,0.16803810,0.61312810,0.05458560,0.57108290,0.23068340,0.16355630,0.56341500,0.59773310,0.60987280,0.61141150,0.58115840,0.57178400,0.57956610,0.59781950
SPECTF-1600.arff,44,2,267,0.00000000,0.00000000,0.00000000,21.91671510,0.00000000,7.51494270,2.16651560,0.00000000,0.15509450,0.04328890,0.04332740,0.68780120,0.00000000,0.15509450,0.04328890,0.04284330,0.66464280,0.66409760,0.66730960,0.66358890,0.67476640,0.64518690,0.64072840,0.64220580
regime_alimentaire-42172.arff,19,2,202,0.00000000,0.00000000,0.00000000,9.30458760,0.00000000,2.84529940,2.88819780,0.00914140,0.40878150,0.03439010,0.10357640,2.40856510,0.00914140,0.40878150,0.03439010,0.10095380,2.22333370,0.66761950,0.66410740,0.64912320,0.66761950,0.65432100,0.65432100,0.63449180
fri_c2_100_50-922.arff,50,2,100,0.00000000,0.00000000,0.00000000,24.91536160,0.00000000,10.59625850,1.25986490,0.00000000,0.55918930,0.00000000,0.10404060,4.62953320,0.00000000,0.55918930,0.00000000,0.10301560,4.49216910,0.70946540,0.67232560,0.66633010,0.70946540,0.68890510,0.70946540,0.70946540
spectrometer-954.arff,102,2,531,0.00000000,0.00000000,0.00000000,50.97229510,0.00000000,13.94600500,2.99631460,0.00000000,0.48023650,0.07961160,0.08832200,1.43929510,0.00000000,0.48023650,0.07961160,0.08789220,1.41824650,0.62817770,0.62224630,0.62308720,0.63128900,0.62258210,0.61875550,0.61752640
fri_c4_100_25-868.arff,25,2,100,0.00000000,0.00000000,0.00000000,12.41256140,0.00000000,4.91630660,1.33347000,0.00000000,0.33606310,0.00000000,0.09504980,2.65590600,0.00000000,0.33606310,0.00000000,0.09320400,2.49982250,0.65026060,0.65159130,0.65936290,0.64888120,0.64316000,0.64480220,0.64629420
chscase_whale-939.arff,9,2,228,0.00000000,0.00000000,0.00000000,3.95690980,0.00000000,1.46865520,1.46287540,0.00000000,0.91171790,0.00000000,0.30390600,3.00000000,0.00000000,0.91171790,0.00000000,0.28831050,2.52181640,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000
fri_c3_500_10-936.arff,10,2,500,0.00000000,0.00000000,0.00000000,4.77732050,0.00000000,1.69974050,1.76473840,0.00000000,0.30269590,0.00000000,0.12036530,1.64777990,0.00000000,0.30269590,0.00000000,0.11476380,1.41078050,0.65583480,0.65857670,0.65857670,0.65857670,0.63819380,0.65857670,0.65857670
KungChi3-1441.arff,39,2,123,0.00000000,0.00000000,0.00000000,19.47125710,0.00000000,6.68127330,2.14508250,0.00000000,0.14402790,0.00000000,0.04902180,0.34942470,0.00000000,0.14402790,0.00000000,0.04840520,0.33617070,0.63025600,0.62931730,0.62339770,0.63195900,0.62448980,0.63122150,0.62448980
