Instances,feature_num_features,feature_num_classes,feature_num_instances,feature_hdil_max,feature_hdil_stdev,feature_hdil_skewness,feature_infog_class_min,feature_infog_class_max,feature_infog_class_median,feature_infog_class_stdev,feature_infog_class_skewness,feature_infog_feature_min,feature_infog_feature_max,feature_infog_feature_median,feature_infog_feature_stdev,feature_infog_feature_skewness,algo_AMSO,algo_GA,algo_EDA,algo_SFS,algo_PCR,algo_IGFS,algo_REL
prnn_fglass-952.arff,9,6,214,4.4587543,1.2584231,2.4616984,0,0.5661882,0.41235,0.203333,-0.9323356,0,0.5661882,0.41235,0.1928986,-0.7837264,0.6113136,0.6183097,0.6102477,0.61955,0.6102477,0.6046512,0.6102477
emotions-40589.arff,77,2,593,38.2627693,11.757061,2.8879565,0,0.2740917,0.0358175,0.0693638,1.0042463,0,0.2740917,0.0358175,0.0689178,0.9848254,0.5868462,0.5892196,0.5898084,0.5871284,0.5902015,0.5883773,0.5942426
meta-757.arff,21,2,528,10.4742819,2.6929251,2.8487668,0,0.1179215,0.0488101,0.0337352,0.4691728,0,0.1179215,0.0488101,0.0329596,0.4364584,0.6047889,0.610356,0.6048949,0.5981043,0.5981043,0.604706,0.5981043
kc1-top5-1045.arff,94,2,145,46.9749762,10.503924,4.472136,0,0.137444,0,0.0481672,0.6763465,0,0.137444,0,0.0479131,0.6656186,0.599968,0.6021393,0.596156,0.6068966,0.6,0.5997215,0.6
colic-27.arff,22,2,368,10.7603267,3.6875731,2.1574807,0,0.2840101,0.0272486,0.0632814,2.647319,0,0.2840101,0.0272486,0.0618905,2.470953,0.628463,0.6261517,0.6218187,0.6299286,0.6286444,0.6114276,0.6109343
fri_c4_500_100-742.arff,100,2,500,49.9707038,17.952035,2.1242025,0,0.3901473,0,0.0454743,7.3474208,0,0.3901473,0,0.0452487,7.2378328,0.7474709,0.6551367,0.659599,0.7117385,0.7474709,0.7474709,0.7474709
credit-approval-29.arff,15,2,690,7.0260561,2.6489817,1.6803588,0.0004227,0.4257094,0.0494559,0.1113025,2.2005357,0.0004227,0.4257094,0.0494559,0.1077681,1.9873416,0.6176883,0.6180087,0.615405,0.6183036,0.6173913,0.6173913,0.6173913
kc1-binary-1066.arff,94,2,145,46.9499909,16.8950907,2.1241194,0,0.3273674,0.2228146,0.1217697,-0.4450299,0,0.3273674,0.2228146,0.1211271,-0.437971,0.6219289,0.6413131,0.6486418,0.6344828,0.608796,0.606618,0.6037534
autoUniv-au7-500-1554.arff,12,5,500,5.9361443,1.9508735,2.1622949,0,0.0843291,0,0.0268003,1.8877226,0,0.0843291,0,0.0257489,1.6603977,0.6006507,0.6107792,0.6142909,0.6142909,0.5782232,0.592,0.6082232
bridges-1007.arff,12,2,107,5.8364381,2.3600936,1.1966356,0,0.977134,0.1272494,0.2832964,2.0084643,0,0.977134,0.1272494,0.2721824,1.7665994,0.7412606,0.7444293,0.7430604,0.74625,0.7183431,0.6368026,0.7395349
dresses-sales-23381.arff,12,2,500,5.9613993,1.9276451,2.1832068,0,0.0504273,0.0206098,0.016839,0.2500628,0,0.0504273,0.0206098,0.0161784,0.2199496,0.6266122,0.6265302,0.6194128,0.6274128,0.5934128,0.626,0.626
schizo-466.arff,14,2,340,6.955775,2.0884896,2.3608014,0,0.4564102,0,0.1212194,3.6927557,0,0.4564102,0,0.117109,3.3100895,0.6882353,0.6699794,0.6364531,0.6882353,0.6037293,0.6882353,0.5970588
fri_c4_1000_10-751.arff,10,2,1000,4.8774615,1.7127924,1.7506217,0,0.3522649,0,0.1246261,1.8479557,0,0.3522649,0,0.1188263,1.5821652,0.6605767,0.6605767,0.638173,0.6605767,0.6605767,0.6605767,0.6605767
backache-463.arff,32,2,180,15.982105,5.1336823,2.2291796,0,0.0609531,0.003887,0.0174561,1.2581715,0,0.0609531,0.003887,0.0171896,1.2001683,0.615334,0.6136028,0.6146453,0.6055556,0.6072671,0.6046988,0.6102544
TuningSVMs-41977.arff,91,2,156,45.4228437,16.3325107,2.1257331,0,0.9520403,0,0.109802,6.7569942,0,0.9520403,0,0.1092036,6.6463052,0.6578141,0.6730991,0.6878192,0.6774193,0.6346628,0.62492,0.6496681
dataset-autoHorse_fixed-42223.arff,68,186,201,33.9836179,7.598968,4.472136,0,5.6555224,0,1.7745234,1.3650009,0,5.6555224,0,1.7616176,1.3351374,0.6047365,0.6041836,0.5981343,0.6,0.6,0.6042094,0.6
fri_c0_100_50-850.arff,50,2,100,24.9683945,10.0166133,1.3324249,0,0.1582492,0,0.0302205,4.8527384,0,0.1582492,0,0.0299227,4.7087515,0.672863,0.7012664,0.717545,0.66,0.6741509,0.6494654,0.6494654
cleve-40710.arff,13,2,303,6.3815937,2.0009639,2.3612543,0,0.2132507,0.1168338,0.079803,0.0146335,0,0.2132507,0.1168338,0.0769001,0.0130035,0.5908152,0.5898349,0.5847409,0.5910381,0.5655804,0.5683559,0.5781293
fri_c0_500_25-926.arff,25,2,500,12.3087193,4.4267923,1.7344914,0,0.152263,0,0.0410455,2.2580756,0,0.152263,0,0.0402484,2.125372,0.6465482,0.6431333,0.6313629,0.6508022,0.6416497,0.6462942,0.6468022
fri_c1_250_10-935.arff,10,2,250,4.8900458,1.7242451,1.7694189,0,0.3909089,0,0.145199,1.6253468,0,0.3909089,0,0.1384419,1.391574,0.7005767,0.7005767,0.6887606,0.7005767,0.7005767,0.7005767,0.7005767
fri_c4_1000_50-797.arff,50,2,1000,24.9556729,8.687873,2.1348457,0,0.3613427,0,0.0636784,4.7710673,0,0.3613427,0,0.063051,4.6295037,0.7248189,0.6875913,0.6693349,0.7287023,0.7249051,0.7223178,0.7249051
dermatology-1010.arff,34,2,366,16.9710694,4.9542143,2.9068438,0,0.7820964,0.1136512,0.2046457,1.603575,0,0.7820964,0.1136512,0.201701,1.5339349,0.6,0.5969839,0.598336,0.6,0.5964573,0.5964573,0.6
dermatology-35.arff,34,6,366,16.919692,5.9559254,2.1305738,0.0932806,0.8631269,0.4270307,0.2288224,0.0646106,0.0932806,0.8631269,0.4270307,0.2255298,0.0618046,0.5911545,0.5948069,0.594547,0.6035806,0.5698894,0.5552616,0.5689602
fri_c1_1000_50-837.arff,50,2,1000,24.9759771,8.7229193,2.1307055,0,0.3340166,0,0.060348,4.7171463,0,0.3340166,0,0.0597534,4.5771826,0.7373855,0.6851449,0.6555832,0.7253178,0.7379051,0.7379051,0.7379051
flags-285.arff,29,8,194,14.2839558,5.4961421,1.6488953,0,2.3216834,0.1281052,0.4348347,4.147438,0,2.3216834,0.1281052,0.4275261,3.9367817,0.6350995,0.6434711,0.6272567,0.6287829,0.6288097,0.6133983,0.6327885
heart-c-49.arff,13,5,303,6.3032421,1.9222971,2.8884603,0,0.2116278,0.1168338,0.078298,0.0033771,0,0.2116278,0.1168338,0.0754498,0.0030009,0.5948452,0.5985076,0.6019441,0.5948022,0.5891978,0.5891978,0.5925036
thoracic-surgery-1506.arff,16,2,470,7.9250425,2.4256802,2.4202141,0,0.0242842,0.0039236,0.0071583,1.8952736,0,0.0242842,0.0039236,0.0069445,1.7228628,0.6086906,0.6094659,0.6087948,0.6106383,0.6085106,0.5981348,0.5978724
eucalyptus-990.arff,19,2,736,9.394589,3.3543529,1.8986202,0,0.1643837,0.0664077,0.0499598,0.2526192,0,0.1643837,0.0664077,0.0486948,0.2331914,0.6428542,0.6511526,0.6458297,0.6525429,0.6367347,0.6367347,0.6367347
fri_c1_1000_25-917.arff,25,2,1000,12.4653555,4.276435,2.1398401,0,0.3094534,0,0.0828737,3.1472204,0,0.3094534,0,0.0812643,2.9622631,0.7055045,0.7051883,0.66616,0.7132942,0.7056497,0.7056497,0.7056497
pbc-810.arff,18,2,418,8.9195816,3.100752,2.131691,0,0.1485287,0.0210147,0.0397673,1.736557,0,0.1485287,0.0210147,0.0387067,1.595755,0.6429017,0.6631409,0.6471001,0.6718563,0.5884626,0.6095808,0.596543
autos-975.arff,25,2,205,12.3596975,4.826232,1.4451326,0,0.3349123,0.0295371,0.0814738,1.725391,0,0.3349123,0.0295371,0.0798916,1.6239924,0.7175554,0.7253919,0.7113141,0.702439,0.6671739,0.702439,0.681808
robot-failures-lp4-1519.arff,90,3,117,44.8580054,15.3874683,2.1733394,0,0.5979871,0.4036307,0.1161215,-0.6003726,0,0.5979871,0.4036307,0.1154817,-0.5904291,0.8030354,0.7468188,0.6659352,0.8042553,0.7787234,0.5744681,0.7787234
mw1-1071.arff,37,2,403,18.4705934,4.6988278,3.2275645,0,0.0868159,0.0489001,0.0299578,-0.2983431,0,0.0868159,0.0489001,0.0295609,-0.2864232,0.6007383,0.604573,0.6051031,0.6034527,0.5967816,0.5959993,0.6059371
TuningSVMs-41976.arff,81,2,156,40.4351943,14.5714534,2.1248576,0,0.9305861,0,0.1080214,7.6376651,0,0.9305861,0,0.1073608,7.4972071,0.6546935,0.6767271,0.686649,0.6961158,0.6300621,0.632258,0.6498931
usp05-1047.arff,16,11,203,7.8250141,2.9130735,1.4404922,0.1247355,1.8607516,0.7446194,0.5485053,0.280298,0.1247355,1.8607516,0.7446194,0.5321283,0.2547996,0.6364311,0.6306576,0.6157602,0.6376627,0.585549,0.6152708,0.5786863
autoUniv-au7-1100-1552.arff,12,5,1100,5.9032853,1.7470212,2.5861373,0,0.0780187,0.0040059,0.0297128,1.1064435,0,0.0780187,0.0040059,0.0285471,0.9732024,0.6419583,0.640817,0.6178596,0.6419583,0.6418182,0.6418182,0.6360414
lymph-10.arff,18,4,148,8.8728642,3.0590554,2.1535312,0.02912,0.4018839,0.1443421,0.086783,1.4882456,0.02912,0.4018839,0.1443421,0.0844683,1.3675769,0.5922413,0.6002768,0.5960194,0.596543,0.5824601,0.5780494,0.578451
leaf-1482.arff,15,30,340,7.4735219,1.8124348,3.4944432,0,1.9072669,1.1733774,0.5831779,-0.3292314,0,1.9072669,1.1733774,0.5646596,-0.2973345,0.6060529,0.6062909,0.6068372,0.6068372,0.6015546,0.603896,0.603896
fri_c1_500_10-824.arff,10,2,500,4.8784626,1.6399654,1.9342544,0,0.3790104,0,0.1368707,1.8210195,0,0.3790104,0,0.1305011,1.5591032,0.676333,0.6787455,0.6725767,0.6727606,0.6725767,0.6725767,0.6725767
auto_price-745.arff,15,2,159,7.3231009,2.7584399,1.6655028,0,0.6926492,0.6009105,0.2777764,-0.5318863,0,0.6926492,0.6009105,0.2689558,-0.4803556,0.7125641,0.7109837,0.7021589,0.7125,0.7144223,0.6991623,0.6509747
molecular-biology_promoters-956.arff,58,2,106,28.9001968,11.481971,1.629989,0.0008113,0.9052003,0.0212402,0.117153,7.2564713,0.0008113,0.9052003,0.0212402,0.1161559,7.0705924,0.646016,0.6509617,0.6538396,0.6662086,0.5896861,0.6190476,0.5957611
fri_c0_500_50-888.arff,50,2,500,24.869672,9.4105408,1.6735531,0,0.1922456,0,0.0329035,4.434747,0,0.1922456,0,0.0325793,4.3031625,0.6611711,0.6387708,0.6372228,0.6737023,0.6563178,0.6563178,0.6563178
fri_c3_250_25-832.arff,25,2,250,12.4613308,4.4594196,1.8385542,0,0.3912851,0,0.0927952,3.4011396,0,0.3912851,0,0.0909932,3.2012598,0.7056497,0.6967158,0.7068022,0.7056497,0.7056497,0.6868812,0.7056497
fri_c0_250_25-773.arff,25,2,250,12.3276048,4.5130922,1.7305531,0,0.1475908,0,0.0408895,2.1129014,0,0.1475908,0,0.0400955,1.9887294,0.669931,0.6677734,0.6868022,0.68916,0.6588022,0.6588022,0.6402942
fri_c1_100_25-812.arff,25,2,100,12.3799631,4.7794331,1.6465872,0,0.4320582,0,0.1120827,3.3287852,0,0.4320582,0,0.1099061,3.1331576,0.6691735,0.666319,0.6647625,0.6876497,0.6376497,0.6688812,0.6688812
water-treatment-940.arff,38,2,527,18.970336,5.243174,2.9763342,0,0.6143331,0.0647682,0.1931456,1.0008534,0,0.6143331,0.0647682,0.1906533,0.9619042,0.6112115,0.6100093,0.60747,0.6113744,0.5867299,0.6113744,0.610661
heart-h-963.arff,13,2,294,6.4901907,1.602957,3.3788184,0,0.2539335,0.0173722,0.1009821,1.2704723,0,0.2539335,0.0173722,0.0973088,1.1289562,0.6,0.6,0.6,0.6,0.6,0.6,0.6
fri_c1_100_50-876.arff,50,2,100,24.9274616,9.9098319,1.630966,0,0.1871858,0,0.0264721,7.0710678,0,0.1871858,0,0.0262113,6.8612603,0.6892958,0.7149122,0.7013034,0.7494654,0.6662032,0.6777023,0.66
fri_c2_500_50-920.arff,50,2,500,24.9389883,8.8671073,2.1257245,0,0.4633183,0,0.0848273,4.8139646,0,0.4633183,0,0.0839915,4.6711282,0.7294654,0.6913161,0.663545,0.7309051,0.7294654,0.7294654,0.7294654
fri_c2_1000_25-903.arff,25,2,1000,12.3250686,4.264719,2.148849,0,0.4093973,0,0.1117126,3.2646119,0,0.4093973,0,0.1095433,3.0727556,0.6822942,0.6819692,0.6758022,0.6822942,0.6822942,0.6822942,0.6822942
mc2-1054.arff,39,2,161,19.3197639,6.3300896,2.1162694,0,0.167508,0.079813,0.046602,0.0692169,0,0.167508,0.079813,0.0460158,0.0665914,0.6655708,0.673736,0.6631207,0.68125,0.6493059,0.6555559,0.64375
rmftsa_ladata-717.arff,10,2,508,4.9391298,1.4890824,2.3264855,0,0.5607031,0.1207048,0.1786577,1.2198674,0,0.5607031,0.1207048,0.1703434,1.0444145,0.6043814,0.6059351,0.6063697,0.6046423,0.5980296,0.5980296,0.600966
hungarian-858.arff,13,2,294,6.446703,1.6699267,3.1535246,0,0.2539335,0.0173722,0.1009821,1.2704723,0,0.2539335,0.0173722,0.0973088,1.1289562,0.6,0.6,0.6,0.6,0.6,0.6,0.6
fri_c0_1000_25-849.arff,25,2,1000,12.2163332,4.6293459,1.6637138,0,0.1574001,0,0.0426646,2.5233798,0,0.1574001,0,0.0418361,2.3750846,0.6601845,0.6529333,0.6473525,0.6566497,0.6566497,0.6618022,0.6618022
vowel-1016.arff,13,2,990,6.458828,1.9056434,2.7117059,0,0.268078,0.0445725,0.0728584,2.1167688,0,0.268078,0.0445725,0.0702081,1.880985,0.6067406,0.60865,0.6089437,0.6089437,0.6050505,0.6050505,0.6038931
fri_c4_500_50-805.arff,50,2,500,24.9671579,8.8754641,2.1276739,0,0.2708126,0,0.0537409,4.4677025,0,0.2708126,0,0.0532114,4.3351401,0.7399326,0.6764084,0.6579772,0.7463178,0.6330572,0.7323178,0.7409051
kc3-1065.arff,39,2,458,19.4731023,4.3543181,4.472136,0,0.0972163,0.0688152,0.0249537,-0.9001463,0,0.0972163,0.0688152,0.0246398,-0.8660029,0.6088874,0.6107772,0.6127413,0.613869,0.6065574,0.5978142,0.6043716
fri_c3_1000_25-715.arff,25,2,1000,12.3386348,4.2590094,1.9328033,0,0.3547609,0,0.089362,3.1290502,0,0.3547609,0,0.0876266,2.9451607,0.7355593,0.7338199,0.72416,0.7388022,0.7356497,0.7356497,0.7388022
autoUniv-au1-1000-1547.arff,20,2,1000,9.9719127,3.054027,2.2569562,0,0.0147018,0,0.0057764,1.5214252,0,0.0147018,0,0.0056372,1.410148,0.6264089,0.6303765,0.615,0.615,0.6180691,0.615,0.615
anneal-989.arff,38,2,898,18.9021391,5.7432434,2.8889721,0,0.2121274,0,0.0425336,3.5483724,0,0.2121274,0,0.0419847,3.4102839,0.600707,0.6069004,0.6128869,0.6162183,0.591242,0.5983427,0.5950597
MegaWatt1-1442.arff,37,2,253,18.4744154,5.2486084,2.9339077,0,0.0996842,0.0565576,0.0351229,-0.186517,0,0.0996842,0.0565576,0.0346577,-0.1790649,0.6062586,0.607748,0.6056062,0.6064045,0.5984837,0.5920792,0.5953057
Touch2-42544.arff,10,8,265,4.9810538,1.3132382,3.092727,0,0.9843823,0.4911743,0.349444,-0.0897035,0,0.9843823,0.4911743,0.3331818,-0.0768015,0.5951441,0.60095,0.5967606,0.6001239,0.5773585,0.5774823,0.5816662
fri_c4_250_10-863.arff,10,2,250,4.8681133,1.6576314,1.8213309,0,0.2469046,0,0.1005285,1.4219206,0,0.2469046,0,0.0958502,1.2174064,0.6425626,0.646869,0.643173,0.6485767,0.6365767,0.6365767,0.643173
boston_corrected-825.arff,20,2,506,9.8191457,4.019864,1.0985386,0.0000321,0.5634028,0.2488164,0.1436197,0.1410921,0.0000321,0.5634028,0.2488164,0.1401585,0.1307726,0.6021783,0.6070118,0.6105467,0.6045091,0.5920811,0.6009899,0.5970398
bridges-327.arff,12,6,105,5.9593399,1.9663331,2.1802543,0,2.3176028,0.3626326,0.6759938,1.867465,0,2.3176028,0.3626326,0.6494738,1.6425796,0.6274637,0.6427206,0.6323184,0.6095238,0.6095238,0.6095238,0.6095238
kc2-1063.arff,21,2,522,10.4764707,2.938901,2.5332795,0.055951,0.2414612,0.1938364,0.0392938,-1.839067,0.055951,0.2414612,0.1938364,0.0383904,-1.710833,0.6133971,0.613487,0.6124051,0.6158691,0.602472,0.6030706,0.6133971
